"charName","Ship","damage","Class","Cargo","WeaponUpgr","ECM","Drugs","ExCargo","Commod","Drones","Analyzers","Warp Speed","Speed","Maneuverability","Size","WeaponSize","DroneBay","Defence","LockSpeed","CPU","Power","Power bank","CapRecharge","RegionName","borderSys","fringesys","CorridorSys","hubSys","internationalSys","regionalSys","constellationSys","SecurityStatus","Remote Reps","Remote Assistance","Armament","Mining","Scanning","SpeedMods","Ewar","CapPower","Cloack","Salvager","Warp Scrambler","Stasis Web","Cynosural Field","CovOpsCloack","Covert Cyno","MWD","AB","DUST","Clothes","Deployb","SleepSalv","Structure","Implant","Blueprint","Energy Destabilizer","Capacitor Booster","Ice Product","Interdiction Probe","Shield Extender","Shield Booster","Sresist","Repper","CargoVolume","Aresist","NofGates","N Attackers","Mic Security","Average Security","KilledBy","KilledByType","Frigates","Cruisers","Battleships","Industrials","Titans","Roockie Ships","Assault Ship","Heavy AS","Deep Space Transports","BattleCruisers","Destroyers","MiningBarges","Dreadnoughts","Interdictors","CommandShips","Exhumers","Interceptor","Logistics","Force Recon","Bomber","E - War","Heavy Interdictor","Black Ops","Marauder","Combat Recon Ship","Attack Battlecruiser","Blockade Runner","CovOps","Sit"
"Yuliya Back                                       ","Impairor",643,"Rookie ship",115.0,0,0,0,0,0,0,0,3.0,300.0,19.574834592647694,50.0,,5.0,225.625,485.0,95.0,24.0,140.0,2.0,"Tash-Murkon",0,0,0,1,0,0,0,0.3592616235688253,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0,4,1,-9.999944,-9.999944,"Heavy Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"Desra Mascani                                     ","Thrasher",2807,"Destroyer",400.0,1,0,0,0,0,0,0,4.5,270.0,22.321428571428573,56.0,1.0,0.0,1086.25,550.0,170.0,70.0,550.0,1.896551724137931,"Placid",0,0,0,1,0,0,0,0.3943208467331679,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.45750000000001,0,3,1,-1.105357,-1.105357,"150mm Light AutoCannon II","Projectile Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Gustav Esplande                                   ","Tristan",1383,"Frigate",140.0,0,0,0,0,0,5,0,5.0,325.0,30.407706529142747,41.0,1.0,40.0,557.5,600.0,130.0,35.0,350.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.2742577740469258,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,0,5,2,-5.6,-3.3082314999999998,"150mm Light AutoCannon II","Projectile Weapon",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Scotty Mal                                        ","Catalyst",2790,"Destroyer",450.0,1,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Black Rise",0,0,0,0,0,0,0,0.5710318155360672,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.75999999999998,0,3,2,-3.902428,-1.951214,"Heavy Ion Blaster II","Hybrid Weapon",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Sominus Nexus                                     ","Hurricane",18287,"Combat Battlecruiser",425.0,1,0,0,0,0,5,0,2.5,165.0,11.097301136363637,250.0,2.0,30.0,6118.75,220.0,400.0,1125.0,2250.0,3.800675675675676,"Black Rise",0,0,0,0,0,0,0,0.4449388239034815,0,0,13,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,468.77,0,4,4,-3.8,0.10270637500000013,"Caldari Navy Scourge Heavy Missile","Heavy Missile",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PvP Generic"
"grimreaper1988                                    ","Armageddon",39085,"Battleship",600.0,1,0,0,0,0,10,0,2.0,100.0,7.312079555425563,450.0,3.0,375.0,10667.5,110.0,550.0,13500.0,6200.0,5.636363636363637,"The Bleak Lands",1,0,0,1,0,1,1,0.3702485876678229,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1087.0,2,3,1,2.010919,2.010919,"Cyclone","Combat Battlecruiser",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Zen Guerrilla                                     ","Breacher",2487,"Frigate",175.0,2,0,0,0,0,0,0,5.0,350.0,29.1127595402513,36.0,1.0,10.0,598.75,650.0,180.0,35.0,300.0,2.0,"The Bleak Lands",1,0,0,1,0,0,1,0.4205274311943741,0,0,5,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,137.26999999999998,0,5,4,-2.242328,0.2894179999999999,"425mm AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Al Visteen                                        ","Venture",716,"Frigate",50.0,0,0,0,0,0,3,0,5.0,335.0,23.14814814814815,40.0,1.0,10.0,281.25,750.0,240.0,45.0,250.0,2.0,"A-R00002",0,0,0,0,0,0,0,-0.99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.0,0,0,1,2.050537,2.050537,"Caldari Navy Mjolnir Torpedo","Torpedo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mining"
"Jureth22                                          ","Typhoon",32114,"Battleship",625.0,3,0,0,0,0,10,0,2.0,130.0,9.036688957166094,330.0,3.0,125.0,8762.5,115.0,640.0,12500.0,5400.0,4.909090909090909,"Geminate",0,0,0,1,0,0,0,-0.640171612489613,0,0,8,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,968.9000000000002,0,3,17,-3.7,2.5967760588235294,"425mm AutoCannon II","Projectile Weapon",0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,"PvP Generic"
"Cyclopterus Lumpus                                ","Drake",42674,"Combat Battlecruiser",450.0,4,3,0,0,0,186,0,2.5,140.0,10.550303848750843,295.0,2.0,25.0,6000.0,195.0,500.0,800.0,2500.0,3.7999696002431977,"C-R00011",0,0,0,0,0,0,0,-0.99,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,3,2085.2999999999993,0,0,18,-0.2,2.063628166666666,"Garde II","Combat Drone",0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Hauling"
"manyman1                                          ","Rupture",12015,"Cruiser",450.0,0,0,0,0,0,1,0,3.0,210.0,16.39344262295082,125.0,2.0,30.0,2302.5,290.0,350.0,860.0,1275.0,3.0,"The Bleak Lands",0,0,0,1,0,0,0,0.3634801594787575,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,354.655,2,4,1,-1.409429,-1.409429,"Heavy Electron Blaster II","Hybrid Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Tiala Skye                                        ","Republic Fleet Firetail",3154,"Frigate",135.0,0,0,0,0,6,0,0,5.0,410.0,28.460837887067395,35.0,1.0,0.0,945.0,700.0,150.0,40.0,280.0,2.0,"Devoid",1,0,0,1,0,0,1,0.2204297800964233,0,0,6,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,119.25999999999999,1,3,1,-7.755684,-7.755684,"Small Focused Pulse Laser II","Energy Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"LOBI                                              ","Zealot",15265,"Heavy Assault Cruiser",240.0,1,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.82,1,4,64,-6.3,2.6982264843750015,"250mm Railgun II","Hybrid Weapon",0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,"PvP Generic"
"Phillips Helljumper                               ","Zealot",14885,"Heavy Assault Cruiser",240.0,2,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Immensea",0,0,0,1,0,0,0,-0.5880219618618446,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,1,5,63,-8.7,2.6239030158730157,"425mm AutoCannon II","Projectile Weapon",1,5,0,0,0,0,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"PvP Generic"
"Cricket Bat                                       ","Zealot",33208,"Heavy Assault Cruiser",240.0,2,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,1,4,156,-10.0,2.459136910256411,"250mm Railgun II","Hybrid Weapon",0,2,0,0,0,0,0,8,0,16,0,0,0,0,4,0,0,9,0,4,0,4,0,0,3,0,0,0,"PvP Generic"
"Kosh VI                                           ","Aeon",4175523,"Supercarrier",1337.0,0,0,0,0,0,0,0,1.5,60.0,1.6161616161616161,11870.0,4.0,150000.0,878200.0,50.0,725.0,925000.0,75000.0,15.384615384615385,"Impass",0,0,1,0,0,0,0,-0.1058797793918543,8,0,0,0,0,0,4,24,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,552540,0,0,0,0,0,618087.0,10,2,1132,-10.0,0.8216907031802099,"Tyrfing","Fighter Bomber",10,84,0,0,50,4,16,32,0,112,0,0,158,28,12,0,14,20,4,52,0,32,0,0,12,44,0,0,"Capital Warfare"
"Alernat                                           ","Nyx",4055427,"Supercarrier",1415.0,0,0,0,0,0,0,0,1.5,70.0,1.5473887814313345,12010.0,4.0,175000.0,880200.0,45.0,800.0,825000.0,67500.0,15.384615384615385,"Impass",0,0,1,0,0,0,0,-0.1058797793918543,14,0,0,0,0,4,6,36,2,0,2,2,8,0,2,0,0,0,0,0,0,0,14,0,6,0,276948,0,0,0,0,0,1277026.62,14,2,1118,-10.0,0.6763024758497298,"Tyrfing","Fighter Bomber",8,94,0,0,46,0,26,36,0,60,2,0,148,14,10,0,10,18,6,44,2,28,0,0,10,34,0,2,"Capital Warfare"
"Niicodemus                                        ","Nyx",4085687,"Supercarrier",1415.0,0,0,0,0,0,0,0,1.5,70.0,1.5473887814313345,12010.0,4.0,175000.0,880200.0,45.0,800.0,825000.0,67500.0,15.384615384615385,"Impass",0,0,1,0,0,0,0,-0.1058797793918543,8,0,0,0,0,0,2,44,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,172100,0,0,0,0,0,288867.46,6,2,1282,-10.0,0.7802971669266756,"Dual Giga Pulse Laser I","Energy Weapon",10,102,0,0,50,2,34,30,0,130,14,0,152,22,10,0,12,20,8,38,2,44,0,0,16,46,0,0,"Capital Warfare"
"Elo Knight                                        ","Proteus",66139,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,42.55246719204779,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Catch",1,0,0,1,0,0,1,-0.106447995801245,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.08000000000004,0,4,134,-10.0,0.5620395074626867,"250mm Prototype Gauss Gun","Hybrid Weapon",1,20,46,0,0,0,0,1,0,0,0,0,0,0,0,0,3,15,1,0,0,2,0,0,8,0,0,0,"PvP Generic"
"Khann Runner                                      ","Zealot",19044,"Heavy Assault Cruiser",240.0,2,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,1,4,81,-6.7,2.859278444444445,"250mm Railgun II","Hybrid Weapon",1,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,0,0,"PvP Generic"
"Rook Onzo                                         ","Talos",17061,"Attack Battlecruiser",600.0,2,0,0,0,0,0,0,2.5,220.0,14.288980338363054,220.0,2.0,25.0,2544.5,210.0,360.0,1100.0,3100.0,4.0,"Venal",1,0,0,1,0,0,1,-0.1291080295643515,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,857.8,0,4,30,-9.7,3.0563790666666666,"Scourge Fury Heavy Missile","Advanced Heavy Missile",2,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"loseeki                                           ","Zealot",12847,"Heavy Assault Cruiser",240.0,2,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Outer Ring",0,0,0,1,0,0,0,-0.005731540073657171,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,1,3,17,-4.6,1.4002173529411766,"220mm Vulcan AutoCannon II","Projectile Weapon",2,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,"PvP Generic"
"slapnasty                                         ","Zealot",12697,"Heavy Assault Cruiser",240.0,3,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.0,2,4,132,-10.0,2.3713678181818185,"250mm Railgun II","Hybrid Weapon",0,6,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,8,0,8,0,10,0,0,0,0,0,0,"PvP Generic"
"Harry Cynofist                                    ","Aeon",4103929,"Supercarrier",1337.0,0,0,0,0,0,0,0,1.5,60.0,1.6161616161616161,11870.0,4.0,150000.0,878200.0,50.0,725.0,925000.0,75000.0,15.384615384615385,"Impass",0,0,1,0,0,0,0,-0.1058797793918543,8,0,0,0,0,0,6,40,2,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,268796,0,0,0,0,0,429339.0,20,2,1324,-10.0,1.011125014335347,"Tyrfing","Fighter Bomber",14,116,0,0,50,2,24,30,0,124,0,0,152,30,12,0,14,22,8,66,2,42,0,0,14,42,0,0,"Capital Warfare"
"Cadune Amilion                                    ","Crow",2557,"Interceptor",98.0,1,0,0,0,0,0,0,8.0,430.0,25.37749016622256,35.0,1.0,0.0,596.25,860.0,160.0,35.0,315.0,1.3333333333333333,"Derelik",1,0,0,1,0,0,1,0.2312626250401885,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,123.735,0,3,16,-2.3,1.5856071875,"250mm Compressed Coil Gun I","Hybrid Weapon",0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Radien Zandos                                     ","Imperial Navy Slicer",2945,"Frigate",130.0,0,0,0,0,0,0,0,5.0,350.0,30.212393123659325,38.0,1.0,0.0,888.125,675.0,125.0,50.0,500.0,2.0,"Derelik",1,0,0,1,0,0,1,0.293932972095294,0,0,4,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,2,4,54,-4.4,2.369343074074074,"200mm AutoCannon II","Projectile Weapon",4,38,0,0,0,0,2,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Ohpehk Doshu                                      ","Vagabond",16199,"Heavy Assault Cruiser",360.0,2,0,0,0,0,0,0,3.3,295.0,17.119300984702193,115.0,2.0,25.0,1513.75,330.0,400.0,900.0,1200.0,4.8979591836734695,"Tenal",1,0,0,1,0,1,1,-0.06655843191476996,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,396.4725,0,3,1,-2.640945,-2.640945,"220mm Vulcan AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Unctom                                            ","Zealot",13982,"Heavy Assault Cruiser",240.0,2,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Immensea",0,0,0,1,0,0,0,-0.5880219618618446,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.5,1,5,50,-4.3,2.9121871599999998,"425mm AutoCannon II","Projectile Weapon",1,4,0,0,0,0,0,0,0,42,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"PvP Generic"
"Shinikami                                         ","Crow",2683,"Interceptor",98.0,3,0,0,0,0,0,0,8.0,430.0,25.37749016622256,35.0,1.0,0.0,596.25,860.0,160.0,35.0,315.0,1.3333333333333333,"Derelik",1,0,0,1,0,0,1,0.293932972095294,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,277.40999999999997,0,4,44,-6.1,2.4029524999999996,"Bouncer II","Combat Drone",4,30,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Degotoga                                          ","Zealot",13683,"Heavy Assault Cruiser",240.0,2,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.0,1,4,75,-6.7,2.6242884533333335,"250mm Railgun II","Hybrid Weapon",0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,"PvP Generic"
"Jordan Dean                                       ","Purifier",2192,"Stealth Bomber",260.0,0,0,0,0,0,0,0,5.5,262.0,16.478775666517038,37.0,1.0,0.0,375.9046875,450.0,298.0,45.0,312.5,1.25,"Derelik",1,0,0,1,0,0,1,0.293932972095294,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,588.5000000000001,0,4,15,-1.0,1.991409866666667,"150mm Railgun II","Hybrid Weapon",1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
"SoraXIII                                          ","Zealot",20996,"Heavy Assault Cruiser",240.0,2,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Immensea",0,0,0,1,0,0,0,-0.5880219618618446,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.5,1,5,53,-2.8,2.84567058490566,"720mm 'Scout' Artillery I","Projectile Weapon",2,5,0,0,0,0,0,0,0,40,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"PvP Generic"
"GazzCrawford                                      ","Zealot",15085,"Heavy Assault Cruiser",240.0,1,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,1,4,71,-6.7,2.5297715633802818,"Heavy Beam Laser II","Energy Weapon",0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,"PvP Generic"
"Levi Scutter                                      ","Thorax",9984,"Cruiser",465.0,2,0,0,0,0,5,0,3.0,240.0,18.092343320306846,120.0,2.0,50.0,1950.0,280.0,330.0,820.0,1450.0,2.8046421663442938,"Derelik",0,0,0,1,0,0,0,0.4428166328867634,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,286.0625,0,5,26,-3.7,2.9009254615384608,"425mm Prototype Gauss Gun","Hybrid Weapon",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"PvP Generic"
,"Archon",650459,"Carrier",825.0,0,0,0,0,0,101,0,1.5,70.0,1.97333530666864,2920.0,4.0,80000.0,156250.0,55.0,625.0,775000.0,64875.0,14.416666666666666,"Catch",0,0,1,0,0,0,0,-0.1515770130666739,4,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,22800,0,0,0,0,2,61361.1,4,2,110,-7.3,2.7036390272727275,"Heavy Neutron Blaster II","Hybrid Weapon",6,18,8,0,0,0,1,1,0,24,2,0,0,1,3,0,22,7,1,1,1,3,0,0,0,0,0,1,"Logi"
"Lord Chamdarr                                     ","Slasher",1507,"Frigate",120.0,0,0,0,0,0,0,0,5.0,430.0,32.87040841482455,30.0,1.0,0.0,456.25,940.0,135.0,34.0,240.0,2.0,"Catch",1,0,0,1,0,0,1,-0.08211143968067047,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5575,0,3,2,1.3,1.75,"Electron Bomb","Bomb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"PvP Generic"
"traumanurse                                       ","Reaper",535,"Rookie ship",120.0,0,0,0,0,0,0,0,3.0,310.0,19.86906287564947,48.0,,5.0,228.125,490.0,105.0,21.0,125.0,2.0,"Curse",0,0,0,1,0,0,0,-0.02210073035524685,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,3,1,5.0,5.0,"150mm Light AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"MOHAX2rus                                         ","Imicus",1143,"Frigate",400.0,0,0,0,0,0,0,0,5.0,330.0,24.168892218825146,41.0,1.0,40.0,418.75,450.0,250.0,21.0,270.0,1.8,"Immensea",0,1,0,0,0,0,0,-0.4164750827935937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,1,1,5.0,5.0,"Einherji","Fighter Drone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Tekumze Wolf                                      ","Vagabond",15051,"Heavy Assault Cruiser",360.0,2,0,0,0,0,0,0,3.3,295.0,17.119300984702193,115.0,2.0,25.0,1513.75,330.0,400.0,900.0,1200.0,4.8979591836734695,"Immensea",0,0,1,0,0,0,0,-0.2729688689356563,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,309.08750000000003,0,2,2,2.2,3.6032565,"220mm Vulcan AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Aedan Talvanen                                    ","Scythe",13517,"Cruiser",475.0,0,0,0,0,0,0,0,3.0,250.0,15.001500150015001,75.0,2.0,45.0,1757.5,315.0,315.0,310.0,1250.0,5.208333333333333,"Catch",0,0,1,0,0,0,0,-0.1515770130666739,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,126.0,0,2,23,-6.3,1.2764861304347828,"Warrior II","Combat Drone",3,6,0,0,0,0,0,0,0,5,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,"Logi"
"ypsiloon                                          ","Augoror Navy Issue",23823,"Cruiser",480.0,1,0,0,0,0,0,0,3.0,215.0,19.561815336463223,120.0,2.0,15.0,3252.5,300.0,320.0,1150.0,1500.0,3.1578947368421053,"The Bleak Lands",1,0,0,1,0,1,1,0.3552711738175655,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,608.0,3,3,10,-1.1,2.85,"125mm Gatling AutoCannon II","Projectile Weapon",0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"PvP Generic"
"chistoi pribyli                                   ","Tengu",102089,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,39.33430620184006,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Geminate",0,0,1,0,0,0,0,-0.584441904305893,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,639.9199999999998,0,2,3,0.0,1.4271523333333331,"Ogre II","Combat Drone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,"PvE"
"JUST DAVE                                         ","Rokh",41964,"Battleship",625.0,2,0,0,0,0,3,0,2.0,89.0,6.982850120105021,500.0,3.0,50.0,10887.5,75.0,780.0,15000.0,6000.0,4.8,"Geminate",1,0,0,1,0,0,1,-0.4250000919595468,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,546.85,0,3,18,-7.0,0.4029860555555555,"Caldari Navy Inferno Cruise Missile","Cruise Missile",0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,"PvP Generic"
